Name,taxonomy_id,genome_size,,Source (only if perplexity ai is used)
Candidatus Methylopumilus planktonicus,1581557,1302840,,
Rhodobacter capsulatus,1061,3871920,,
Rhodobacter sphaeroides,1063,4711139,,
Pseudomonas sp. RU47,2005388,6663463,,
[Eubacterium] cellulosolvens,29322,3331935,,
Limnochorda pilosa,1555112,3817036,,
Bordetella sp. N,1746199,6989698,,
Streptococcus sp. JS71,2382163,2009598,,
Trueperella pyogenes,1661,2338390,,
Schaalia odontolytica,1660,2454426,,
Methylocystis bryophila,655015,4707971,,
Oceanobacillus kimchii,746691,3830781,,
Rhodospirillum rubrum,1085,4352825,,
Pararhodospirillum photometricum,1084,3876289,,
Nitrospira defluvii,330214,4840206,,
Melaminivora sp. SC2-7,2116657,3358427,,
Vagococcus sp. CF-49,2562451,2071287,,
Caldicellulosiruptor kristjanssonii,52765,2707209,,
Streptomyces cavourensis,67258,7600475,,
Persephonella marina,309805,1983966,,
Pseudonocardia sp. HH130630-07,1690815,6680451,,
Gillisia sp. Hel1_33_143,1336796,3476061,,
Sulfurihydrogenibium azorense,309806,1640877,,
Blautia sp. N6H1-15,1912897,3297975,,
Formosa sp. Hel3_A1_48,1336795,1940270,,
Blattabacterium clevelandi,164516,620771,,
Rheinheimera sp. LHK132,2498451,4628354,,
Bacillus butanolivorans,421767,5568346,,
Pseudomonas fuscovaginae,50340,6592354,,
Curtobacterium sp. BH-2-1-1,1905847,3662880,,
Lysinibacillus fusiformis,28031,4843789,,
Streptococcus mitis,28037,1915198,,
Cellulophaga baltica,76594,4635105,,
Staphylococcus lugdunensis,28035,2571829,,
Candidatus Baumannia cicadellinicola,186490,759425,,
Halomonas sp. KO116,1504981,5168360,,
Confluentimicrobium sp. EMB200-NS6,1609966,4147426,,
Thermus parvatiensis,456163,2016098,,
Polymorphum gilvum,991904,4718963,,
Leclercia adecarboxylata,83655,4803917,,
Propionibacterium acidifaciens,556499,3072768,,
Bacillus sp. (in: Bacteria),1409,3925110,,
Bacillus pumilus,1408,3640519,,
Micromonospora coriariae,285665,6929787,,
Herbaspirillum huttiense,863372,5691775,,
Paenibacillus lautus,1401,7062432,,
Borrelia crocidurae,29520,920157,,
Paenibacillus polymyxa,1406,5820553,,
Bacillus mycoides,1405,5697065,,
Bacillus megaterium,1404,5600120,,
Tessaracoccus flavescens,399497,3650768,,
Chromobacterium sp. IIBBL 112-1,2202141,4807151,,
Legionella hackeliae,449,3570857,,
Parashewanella sp. MEBiC05444,2547970,4222191,,
Streptococcus intermedius,1338,1932951,,
Paenibacillus sp. IHB B 3084,867076,5884793,,
Pelodictyon phaeoclathratiforme,34090,3018238,,
Azospirillum sp. CFH 70021,2202148,6776313,,
Gilliamella apicola,1196095,3139412,,
Streptomyces lydicus,47763,8243179,,
Streptococcus equi,1336,2154778,,
Legionella pneumophila,446,3504074,,
Marinitoga sp. 1137,1545835,2290181,,
Fermentimonas caenicola,1562970,2666710,,
Granulosicoccus antarcticus,437505,7783862,,
Clostridium beijerinckii,1520,5950247,,
Synechococcus sp. SynAce01,1916956,2750634,,
Weissella koreensis,165096,1441470,,
Cytophagales bacterium TFI 002,1945892,5461565,,
Pigmentiphaga sp. H8,2488560,5993223,,
Hoyosella subflava,639313,4863490,,
Klebsiella sp. FDAARGOS_511,2488567,6290193,,
Rhodovulum sp. MB263,308754,4162560,,
Pseudomonas saudiphocaensis,1499686,3700425,,
Candidatus Nasuia deltocephalinicola,1160784,112590,,
Corynebacterium sphenisci,191493,2594799,,
Pseudomonas guangdongensis,1245526,3191154,,
Polaromonas sp. JS666,296591,5485605,,
Acholeplasma brassicae,61635,1877792,,
Pseudothermotoga thermarum,119394,2039943,,
Pelodictyon luteolum,1100,2364842,,
Myxococcus macrosporus,35,8973512,,
Myxococcus xanthus,34,9139763,,
Candidatus Liberibacter africanus,34020,1192232,,
Candidatus Liberibacter asiaticus,34021,1225162,,
Altererythrobacter namhicola,645517,2591679,,
Clostridium kluyveri,1534,3955303,,
Beggiatoa leptomitoformis,288004,4265317,,
Aeromonas hydrophila,644,4923206,,
Oenococcus oeni,1247,1892074,,
Leuconostoc lactis,1246,1791608,,
Pseudomonas antarctica,219572,6377174,,
Aeromonas caviae,648,4565788,,
Paenibacillus chitinolyticus,79263,6509090,,
Paenibacillus ihbetae,1870820,6593819,,
Hahella sp. KA22,1628392,6949090,,
Arcobacter pacificus,1080223,2657991,,
Clostridium ljungdahlii,1538,4630065,,
Nonlabens sp. MB-3u-79,2058134,3184776,,
Olleya sp. Bg11-27,2058135,4314320,,
Planococcus sp. MB-3u-03,2058136,3614431,,
Polaribacter sp. ALD11,2058137,3567309,,
Xanthomonas campestris,339,4942039,,
Microbacterium chocolatum,84292,3186200,,
Alteromonas sp. MB-3u-76,2058133,4360928,,
Burkholderia glumae,337,6691685,,
TM7 phylum sp. oral taxon 955,2572087,859917,,
Arthrobacter sp. YN,2020486,5063552,,
Anoxybacillus flavithermus,33934,2846746,,
Streptomyces sp. CNQ-509,444103,8039333,,
Pseudoalteromonas sp. Xi13,2490635,4510478,,
Providencia sp. WCHPr000369,2027290,4641436,,
Streptococcus sp. KCOM 2412,2490633,1903815,,
Paenibacillus sp. IHBB 10380,1566358,6376500,,
Rhizobacter gummiphilus,946333,6398100,,
Actinoplanes sp. OR16,946334,9293892,,
Wolbachia endosymbiont of Onchocerca ochengi,100901,957990,,
Clostridium cochlearium,1494,2435419,,
Legionella fallonii,96230,4434890,,
Staphylococcus simiae,308354,2643976,,
Treponema putidum,221027,2762635,,
Candidatus Phytoplasma mali,37692,601943,,
Gordonibacter urolithinfaciens,1335613,3540014,,
Psychrobacter arcticus,334543,2650701,,
Rhodococcus qingshengii,334542,6726107,,
Paenibacillus riograndensis,483937,7919576,,
Niabella soli,446683,4697343,,
Silicimonas algicola,1826607,4351658,,
Corynebacterium kutscheri,35755,2354065,,
Shewanella algae,38313,4990025,,
Corynebacterium cystitidis,35757,3011567,,
Microbacterium sp. 1.5R,1916917,3551156,,
Xylanimicrobium sp. FW10M-9,2509457,3859980,,
Cronobacter sakazakii,28141,4437993,,
Chryseobacterium jeonii,266749,3288745,,
Chryseobacterium antarcticum,266748,3137220,,
Rummeliibacillus stabekisii,241244,3264943,,
Campylobacter cuniculorum,374106,1937768,,
Blattabacterium sp. (Periplaneta americana),367488,640442,,
Riemerella anatipestifer,34085,2175511,,
endosymbiont of Pachyrhynchus infernalis,1971488,226299,,
Bartonella birtlesii,111504,1922932,,
Caldicellulosiruptor bescii,31899,2931662,,
Klebsiella variicola,244366,5536651,,
Yoonia vestfoldensis,245188,3721596,,
Belliella baltica,232259,4196595,,
Amycolatopsis sp. BJA-103,1911175,9462860,,
Rhodoferax antarcticus,81479,4055436,,
Advenella kashmirensis,310575,4423879,,
Dehalococcoides sp. UCH007,1522671,1473548,,
Pseudanabaena sp. PCC 7367,82654,4885680,,
Acidiferrobacter sp. SPIII_3,1281578,3398398,,
Halocella sp. SP3-1,2382161,4035760,,
Helicobacter typhlonius,76936,1920832,,
Sphingomonas koreensis,93064,4819238,,
Nocardia sp. CFHS0054,2382165,7931441,,
Streptococcus sp. ChDC B345,1433513,1972481,,
Frateuria aurantia,81475,3603458,,
Frondihabitans sp. 762G35,1446794,3409251,,
Ralstonia pseudosolanacearum,1310165,5810927,,
Bacillus sp. Pc3,1446792,3982168,,
Flavobacterium psychrophilum,96345,2830557,,
Cupriavidus oxalaticus,96344,7296847,,
Geobacillus kaustophilus,1462,3592666,,
Pseudolabrys sp. FHR47,2562284,4517519,,
Enterococcus faecium,1352,2919198,,
Streptococcus marmotae,1825069,2322791,,
Endomicrobium proavitum,1408281,1588979,,
Candidatus Annandia adelgestsuga,1302411,334746,,
Streptomyces sp. S501,2420135,7461832,,
Pantoea sp. At-9b,592316,6312783,,
Rhodococcus sp. WB1,1033922,6148559,,
Paraburkholderia graminis,60548,7508450,,
Paenibacillus baekrokdamisoli,1712516,7261317,,
Citrobacter sp. ABFQG,2529121,4954525,,
Roseovarius sp. TM1035,391613,4206677,,
Xenorhabdus doucetiae,351671,4203651,,
Undibacterium parvum,401471,4910324,,
Corynebacterium ureicelerivorans,401472,2328278,,
Paenibacillus sp. JDR-2,324057,7184930,,
Microbulbifer agarilyticus,260552,4255625,,
Xenorhabdus hominickii,351679,4522699,,
Bacillus halotolerans,260554,4154245,,
Enterococcus wangshanyuanii,2005703,4155954,,
Oceanisphaera profunda,1416627,3508860,,
Lachnoclostridium sp. YL32,1834196,7225339,,
Lactobacillus paragasseri,2107999,2030305,,
Flavobacterium album,2175091,3983546,,
Yangia pacifica,311180,6142129,,
Enterobacter sp. HK169,1868135,4680830,,
Alteromonas mediterranea,314275,4652214,,
Desulfuromonas sp. DDH964,1823759,3924652,,
Desulfotalea psychrophila,84980,3659634,,
Pseudoalteromonas phenolica,161398,4868993,,
Acinetobacter sp. WCHAc010034,1879049,3840414,,
Exiguobacterium sp. MH3,1399115,3164195,,
Psychroflexus torquis,57029,4321832,,
Brevibacterium sp. CS2,2575923,3239740,,
Sphingobium amiense,135719,4773922,,
Streptomyces sp. Sge12,1972846,8110698,,
Paraburkholderia sp. SOS3,1926494,7502907,,
Mycoplasma bovis,28903,924455,,
Pseudoalteromonas agarivorans,176102,4557927,,
Caulobacter flavus,1679497,5659202,,
Variibacter gotjawalensis,1333996,4586237,,
Streptomyces ambofaciens,1889,8393598,,
Streptomyces albus,1888,8033415,,
Deinococcus swuensis,1182571,"3,531,443",,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2023.1110084/full
Streptomyces albidoflavus,1886,6841649,,
Streptomyces actuosus,1885,8451480,,
Streptococcus parasanguinis,1318,2170501,,
Synechococcus sp. JA-2-3B'a(2-13),321332,3046682,,
Micromonospora viridifaciens,1881,7073985,,
Seonamhaeicola sp. S2-3,1936081,3752836,,
Mycoplasma orale,2121,806218,,
Mycoplasma neurolyticum,2120,1040908,,
Mycoplasma putrefaciens,2123,832598,,
Curtobacterium sp. SGAir0471,2070337,3531991,,
Mycoplasma salivarium,2124,728347,,
Anaplasma phagocytophilum,948,1481598,,
Sphingopyxis alaskensis,117207,3373713,,
Nostoc piscinale,224012,7094556,,
Ehrlichia canis,944,1315030,,
Ehrlichia chaffeensis,945,1170935,,
Hydrogenobacter thermophilus,940,1742932,,
Burkholderia ubonensis,101571,7840830,,
Celeribacter manganoxidans,1411902,3956796,,
Paraglaciecola psychrophila,326544,5335596,,
Thermotoga profunda,1508420,2187612,,
Sphingomonas sp. MM-1,745310,4633613,,
Thiomicrospira cyclica,147268,1932455,,
Candidatus Purcelliella pentastirinorum,472834,479855,,
Candidatus Arthromitus sp. SFB-mouse-NL,1508644,1654902,,
secondary endosymbiont of Heteropsylla cubana,134287,1121596,,
Paraburkholderia caledonica,134536,7381819,,
Paraburkholderia fungorum,134537,9058983,,
Veillonella dispar,39778,2116915,,
Ureaplasma parvum,134821,751679,,
Paraburkholderia xenovorans,36873,9731138,,
Candidatus Fokinia solitaria,1802984,837348,,
Caldilinea aerophila,133453,5144873,,
Kosmotoga pacifica,1330330,2169170,,
Oceanisphaera avium,1903694,2902896,,
Streptomyces leeuwenhoekii,1437453,8122491,,
Borreliella burgdorferi,139,1321434,,
Propionibacterium sp. oral taxon 193,671223,2626643,,
Nitrosococcus wardiae,1814290,4022640,,
Bordetella genomosp. 9,1416803,5081930,,
Marinomonas posidonica,936476,3899940,,
Agrococcus sp. SGAir0287,2070347,3084767,,
Thermus oshimai,56957,2401329,,
Cellvibrio sp. PSBB023,1945512,4705304,,
Parvularcula bermudensis,208216,2902643,,
Magnetospirillum magneticum,84159,4967148,,
Arsenophonus endosymbiont of Aleurodicus dispersus,235559,663125,,
Marinobacter psychrophilus,330734,3998597,,
Streptomyces scabiei,1930,10148695,,
Parabacteroides sp. CT06,2025876,5372666,,
Nocardiopsis dassonvillei,2014,6541269,,
Sulfurivermis fontis,1972068,3246214,,
Streptococcus sp. HSISM1,1316408,2334592,,
Streptococcus sp. HSISB1,1316409,1906877,,
Hydromonas sp. F02,2268024,2723407,,
Pseudomonas sp. NC02,2067572,6890566,,
Streptomyces sp. CB09001,2083284,7787608,,
Pseudovibrio sp. FO-BEG1,911045,5916782,,
Pseudomonas protegens,380021,6868303,,
Brevefilum fermentans,1986204,2574431,,
Herbaspirillum robiniae,2014887,5445269,,
Treponema denticola,158,2843201,,
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,2493681,6728125,,
Acidithiobacillus ferrivorans,160808,3456108,,
Deinococcus sp. S14-83,2489213,4397705,,
Microbacterium sp. RG1,2489212,3247993,,
Rhodoferax koreense,1842727,5895641,,
Ochrobactrum pituitosum,571256,4885407,,
Sulfuricaulis limicola,1620215,2864672,,
Streptococcus pasteurianus,197614,2149841,,
Planococcus rifietoensis,200991,3505011,,
Actinobacteria bacterium IMCC26256,1650658,2277821,,
Helicobacter sp. MIT 01-6242,222136,1594790,,
Tannerella forsythia,28112,3405521,,
Campylobacter sp. RM6137,1660073,1615881,,
Flavobacterium kingsejongi,1678728,4224053,,
Arcobacter halophilus,197482,2812536,,
Campylobacter sp. RM12175,1660076,1580362,,
Campylobacter sp. RM8964,1660074,1608325,,
Afipia sp. GAS231,1882747,7584236,,
Bifidobacterium animalis,28025,1938583,,
Ereboglobus luteus,1796921,4175033,,
Lactobacillus plantarum,1590,3223643,,
Gordonia sp. MMS17-SY073,2420509,5962176,,
Burkholderia sp. MSMB1588,1636423,6899630,,
Pseudomonas sp. R3-52-08,1173284,5926806,,
Salinivibrio kushneri,1908198,3449603,,
Aneurinibacillus soli,1500254,4116770,,
Pseudomonas sp. R3-18-08,1173283,5810083,,
Mycobacterium dioxanotrophicus,482462,8080416,,
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1505596,749321,,
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,1505597,773940,,
Borrelia coriaceae,144,1787333,,
Plesiomonas shigelloides,703,3860786,,
Spirosoma rigui,564064,5828404,,
Pseudomonas sp. TCU-HL1,1856685,6256697,,
Synechococcus sp. PCC 7502,1173263,3583735,,
Bacillus infantis,324767,4973253,,
Enterobacter sp. Crenshaw,1977566,4632140,,
Rhizobium etli,29449,6756853,,
Pseudomonas sihuiensis,1274359,5476367,,
Wolbachia endosymbiont of Cimex lectularius,246273,1250060,,
Pseudomonas tolaasii,29442,6792797,,
Borrelia parkeri,141,1030684,,
Cycloclasticus zancles,1329899,2655425,,
Pantoea alhagi,1891675,4316301,,
Acinetobacter sp. DUT-2,1809055,4072672,,
Streptomyces rubrolavendulae,285473,6543262,,
Actinomyces israelii,1659,3980311,,
Isoptericola dokdonensis,372663,3826972,,
Proteus hauseri,183417,3930735,,
Kurthia zopfii,1650,2991625,,
Pandoraea sp. XY-2,2518599,5056206,,
Wenyingzhuangia fucanilytica,1790137,3427057,,
Halomonas sp. GFAJ-1,1118153,3632160,,
Proteus mirabilis,584,4099895,,
Proteus vulgaris,585,3973583,,
Morganella morganii,582,3906921,,
Pseudoalteromonas donghaensis,621376,4733916,,
Bacillus siamensis,659243,3779696,,
Pseudomonas taetrolens,47884,4936188,,
Pseudomonas oryzihabitans,47885,5119560,,
Bifidobacterium pseudocatenulatum,28026,2245999,,
Pseudomonas fulva,47880,5119844,,
Desulfoglaeba alkanexedens,361111,3365583,,
Providencia stuartii,588,4405218,,
Pseudomonas synxantha,47883,6562330,,
Corynebacterium simulans,146827,2598702,,
Thermoanaerobacter siderophilus,106578,2540159,,
Diaphorobacter polyhydroxybutyrativorans,1546149,"4,061,276",,https://biocyc.org/GCF_002214645/organism-summary?object=GCF_002214645
Actinoplanes sp. N902-109,649831,9228054,,
Desulfosporosinus meridiei,79209,4873567,,
Planococcus plakortidis,1038856,3261818,,
Cupriavidus basilensis,68895,8942610,,
Vibrio cyclitrophicus,47951,5074401,,
Geobacillus sp. JS12,1813182,3721489,,
Vibrio tasmaniensis,212663,4992314,,
Microlunatus soli,630515,6733014,,
Pseudomonas psychrophila,122355,5313922,,
Cryobacterium arcticum,670052,4305516,,
Zunongwangia profunda,398743,5128187,,
Bacillus albus,2026189,5889853,,
Synechococcus sp. CC9311,64471,2606748,,
Lactobacillus fuchuensis,164393,2045293,,
Hydrogenophaga pseudoflava,47421,4905973,,
Spiroplasma sabaudiense,216944,1075953,,
Listeria monocytogenes,1639,2944528,,
Kocuria rhizophila,72000,2659245,,
Luteibacter rhizovicinus,242606,4765486,,
Fimbriimonas ginsengisoli,1005039,5231762,,
Ichthyobacterium seriolicida,242600,1921407,,
Bacteroides zoogleoformans,28119,3361794,,
Lactobacillus crustorum,392416,2316479,,
Streptococcus parauberis,1348,2152278,,
Streptococcus uberis,1349,1942125,,
Erwinia sp. QL-Z3,2547962,5076534,,
Anoxybacillus sp. B7M1,1490057,3869056,,
Thauera humireducens,1134435,4171754,,
Legionella longbeachae,450,4149158,,
Tatlockia micdadei,451,3310028,,
Legionella spiritensis,452,3407665,,
Streptococcus vestibularis,1343,1882671,,
Legionella israelensis,454,3111640,,
Streptococcus ferus,1345,1872314,,
Legionella jordanis,456,3133723,,
Nocardioides sp. MMS17-SY117,2518370,4017744,,
Pseudomonas versuta,1788301,5149788,,
Orrella dioscoreae,1851544,4848101,,
Leucobacter sp. DSM 101948,1935379,3211982,,
Syntrophothermus lipocalidus,86170,2405559,,
Streptomyces sp. SM18,1736046,7703166,,
Francisella halioticida,549298,2197430,,
Flavobacterium magnum,2162713,3464207,,
Maribacter cobaltidurans,1178778,4639957,,
Thauera sp. K11,2005884,5291530,,
Streptomyces sp. S063,2005885,7614683,,
Qipengyuania sediminis,1532023,2416000,,
Streptococcus pseudopneumoniae,257758,2195458,,
Weissella ceti,759620,1505791,,
Pseudomonas sp. MPC6,2498848,7221214,,
Niveispirillum cyanobacteriorum,1612173,6048780,,
Winogradskyella sp. RHA_55,1249933,4300000,,https://digital.csic.es/bitstream/10261/225331/4/TEXT_reSUBMISSION_clean_language%20corrected_RRM.pdf
Aeromonas veronii,654,4561870,,
Clostridium pasteurianum,1501,4351863,,
Aeromonas schubertii,652,4140228,,
Clostridium septicum,1504,3404718,,
Aeromonas media,651,4531033,,
Eggerthella sp. YY7918,502558,3123671,,
Clostridium sporogenes,1509,4246123,,
Bacillus thermocopriae,1215031,3208840,,
Thermocrinis albus,136094,1500577,,
Streptomyces sp. SGAir0924,2109593,8079654,,
beta proteobacterium CB,543913,2045720,,
Agromyces sp. FW100M-8,2509455,3683091,,
Dehalococcoides mccartyi,61435,1382308,,
Rhodococcus sp. 008,1723645,7438324,,
Rhizorhabdus dicambivorans,1850238,5541299,,
Pseudomonas sp. DTU12.3,2073078,6268469,,
Pseudomonas stutzeri,316,4545686,,
Aerococcus christensenii,87541,1634920,,
Dolichospermum compactum,136073,5165988,,
Simkania negevensis,83561,2628375,,
Streptomyces sp. ICC4,2099584,9010404,,
Streptomyces sp. Tue 6075,1661694,7931832,,
Kangiella profundi,1561924,2653010,,
Vibrio nigripulchritudo,28173,6444472,,
Actinomyces sp. oral taxon 848,649739,2523460,,
Pseudonocardia sp. HH130629-09,1641402,6300975,,
Mycobacteroides saopaulense,1578165,4649175,,
Bartonella henselae,38323,1905383,,
Pseudothermotoga elfii,38322,2169860,,
Candidatus Pelagibacter sp. HIMB1321,1388755,1320749,,
Xanthomonas phaseoli,1985254,5036843,,
Cupriavidus necator,106590,7414561,,
Deinococcus proteolyticus,55148,2886836,,
Ensifer adhaerens,106592,7267502,,
Nocardia sp. CS682,1047172,8919230,,
Staphylococcus nepalensis,214473,3007747,,
Hafnia alvei,569,4772047,,
Nitrospira japonica,1325564,4084817,,
Oceanobacillus sp. 160,2052660,4103611,,
Saccharophagus degradans,86304,5057531,,
Paraoerskovia marina,545619,2986943,,
Gallibacterium anatis,750,2408630,,
Olleya aquimaris,639310,2958257,,
Thermanaerovibrio acidaminovorans,81462,1848474,,
Bacillus sp. SDLI1,1774743,4134042,,
Nonlabens sp. Hel1_33_55,1336802,3253959,,
Bartonella sp. OE 1-1,545612,2137231,,
Lactobacillus helsingborgensis,1218494,1867232,,
Caulobacter sp. K31,366602,"5,477,872",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4221894/
Oblitimonas alkaliphila,1697053,2294397,,
Lactobacillus kullabergensis,1218493,2018944,,
Candidatus Izimaplasma sp. HR1,1541959,1878735,,
Arcobacter sp. PSE-93,2320140,2816102,,
Bacillus asahii,228899,4341281,,
Herbinix luporum,1679721,2609352,,
Pedobacter sp. G11,2482728,5072469,,
Mycoplasma haemocanis,136241,919992,,
Actinomyces oris,544580,3190396,,
Gramella sp. MAR_2010_147,1250205,3158583,,
Pseudomonas sp. B10,118613,6056709,,
Pseudarcicella sp. HME7025,2183547,3115125,,
Microbacterium foliorum,104336,3568138,,
Sphingobium herbicidovorans,76947,4083128,,
Yersinia frederiksenii,29484,4941872,,
Halomonas campaniensis,213554,3933286,,
Mucilaginibacter sp. PAMC 26640,1300914,5618021,,
Burkholderia sp. IDO3,1705310,7978368,,
Rathayibacter festucae,110937,4316394,,
Paraliobacillus sp. X-1125,2213194,3728451,,
Ralstonia pickettii,329,5254771,,
Mycoplasma wenyonii,65123,650228,,
Yersinia ruckeri,29486,3894226,,
Rhodococcus coprophilus,38310,4579834,,
Deferribacter desulfuricans,197162,2542933,,
Porphyromonas gingivalis,837,2354886,,
Sphingopyxis sp. 113P3,292913,4664213,,
Streptomyces sp. MOE7,1961713,8399509,,
Rhizobium favelukesii,348824,7569648,,
Brevibacterium aurantiacum,273384,4038634,,
Sphingobium cloacae,120107,4547566,,
Pseudomonas yamanorum,515393,6856835,,
Halobacteriovorax marinus,97084,3437906,,
Aster yellows witches'-broom phytoplasma,229545,723970,,
Nocardioides sp. S-1144,2582905,4427648,,
Alistipes finegoldii,214856,3563510,,
Mariprofundus ferrinatatus,1921087,2301665,,
Candidatus Arthromitus sp. SFB-rat-Yit,1041504,1515556,,
Candidatus Endolissoclinum faulkneri,1263979,1481191,,
Listeria welshimeri,1643,2814137,,
Lactobacillus allii,1847728,2534178,,
Citrobacter braakii,57706,4917491,,
Tsukamurella tyrosinosolvens,57704,4840603,,
Thermotoga neapolitana,2337,1884562,,
Bacillus paralicheniformis,1648923,4376831,,
Glaciecola nitratireducens,300231,4134229,,
Raphidiopsis curvata,312883,3431981,,
Caldisericum exile,693075,1558103,,
Corynebacterium camporealensis,161896,2451810,,
Corynebacterium phocae,161895,2791883,,
Synechococcus sp. KORDI-100,1280380,2789000,,
Pediococcus damnosus,51663,2173661,,
Corynebacterium terpenotabidum,89154,2751233,,
Myroides sp. ZB35,1458492,4065010,,
Aerococcus urinaeequi,51665,2054328,,
Leptolyngbya sp. PCC 7376,111781,5125950,,
Streptococcus sp. NPS 308,1902136,1924728,,
Tetragenococcus halophilus,51669,2389470,,
Marinobacterium aestuarii,1821621,5191608,,
Anoxybacillus kamchatkensis,196180,2630947,,
Desulfofarcimen acetoxidans,58138,4545624,,
Lachnospiraceae bacterium GAM79,2109691,2568500,,
Turicibacter sp. H121,1712675,2563484,,
Kurthia sp. 11kri321,1750719,2964527,,
Corynebacterium kroppenstedtii,161879,2446804,,
Martelella mediterranea,293089,5693067,,
Pseudomonas sp. ATCC 13867,1294143,5906450,,
Candidatus Bipolaricaulis anaerobius,2026885,1324338,,
Leuconostoc citreum,33964,1903250,,
Schaalia meyeri,52773,2033037,,
Arcobacter mytili,603050,3037595,,
Sphingopyxis sp. EG6,1874061,3876997,,
Actinomyces slackii,52774,3220508,,
Burkholderia territorii,1503055,6902370,,
Burkholderia stagnalis,1503054,7583807,,
Shewanella frigidimarina,56812,4845257,,
Rothia mucilaginosa,43675,2255158,,
Roseitalea porphyridii,1852022,3539672,,
Magnetospira sp. QH-2,1288970,4052370,,
Lactobacillus sakei,1599,2018071,,
Maribacter sp. HTCC2170,313603,3868304,,
Actinomyces sp. Chiba101,1851395,2877864,,
Vibrio tapetis,52443,5198666,,
Prevotella dentalis,52227,3350206,,
Thauera chlorobenzoica,96773,3735506,,
Porphyromonas cangingivalis,36874,2404857,,
Leptospira mayottensis,1137606,4216282,,
Pseudomonas sp. GR 6-02,1659194,6500345,,
Desulfurivibrio alkaliphilus,427923,3097763,,
Akkermansia muciniphila,239935,2878459,,
Glutamicibacter creatinolyticus,162496,3309128,,
Corynebacterium marinum,349751,2729219,,
Flavobacterium columnare,996,3221278,,
Marinobacter sp. CP1,1671721,4768422,,
Mycoplasma bovirhinis,29553,922012,,
Chromatiaceae bacterium 2141T.STBD.0c.01a,1978339,3780000,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6374484/
Bernardetia litoralis,999,4919337,,
Mycobacterium pseudoshottsii,265949,6061597,,
Thiobacillus denitrificans,36861,3609948,,
Enterobacter kobei,208224,4773801,,
Alkaliphilus metalliredigens,208226,4929566,,
Euzebya sp. DY32-46,1608957,6371455,,
Kosakonia cowanii,208223,4769584,,
Isosphaera pallida,128,5529304,,
Burkholderia ambifaria,152480,7523597,,
Burkholderia sp. AD24,1528693,8238897,,
Gordonia iterans,1004901,4006485,,
Anaerolineaceae bacterium oral taxon 439,1889813,2815170,,
Pseudomonas lini,163011,6529836,,
Serinicoccus sp. JLT9,1758689,3597394,,
Micropruina glycogenica,75385,3844677,,
Staphylococcus schleiferi,1295,2478823,,
Burkholderia sp. NRF60-BP8,1637853,7079943,,
Parasaccharibacter apium,1510841,1978091,,
Hyphomicrobium denitrificans,53399,3638969,,
Pseudomonas umsongensis,198618,6690075,,
Blattabacterium cuenoti,1653831,637404,,
Helicobacter saguini,1548018,2751696,,
Chryseobacterium nakagawai,1241982,5602501,,
Actinobaculum sp. 313,2495645,2768961,,
Moraxella bovoculi,386891,2141970,,
Nostoc flagelliforme,1306274,10231233,,
Streptococcus dysgalactiae,1334,2174327,,
Acetobacteraceae bacterium,1909293,3939100,,
Pasteurellaceae bacterium NI1060,1679001,2554082,,
Kitasatospora setae,2066,8783278,,
Streptococcus iniae,1346,2078360,,
Amycolatopsis sp. AA4,1896961,9172799,,
Actinomyces sp. oral taxon 171,706438,3051872,,
Chryseobacterium sp. 3008163,2478663,4558636,,
Paenibacillus sp. Y412MC10,481743,7401570,,
Actinomyces sp. dk561,2560010,3600355,,
Carnobacterium sp. 17-4,208596,2685399,,
Adlercreutzia equolifaciens,446660,2862526,,
Sterolibacteriaceae bacterium J5B,2211108,2811460,,
Staphylococcus agnetis,985762,2449249,,
Thiomicrorhabdus sp. HaS4,2211106,2537035,,
Chlamydia gallinacea,1457153,1067202,,
Sphingomonas sp. LK11,1390395,3938206,,
Lactobacillus sp. HBUAS52074,2304606,2714973,,
Litorilituus sediminis,718192,4275717,,
Micromonospora aurantiaca,47850,7025559,,
Polaribacter sp. KT25b,1855336,3951560,,
Thermoanaerobacterales bacterium SK-G1,2316383,3398411,,
Cutibacterium avidum,33010,2526138,,
Burkholderia cenocepacia,95486,7780598,,
Burkholderia stabilis,95485,8505509,,
Micromonospora sp. WMMA2032,2039870,6483419,,
Mycobacterium canettii,78331,4482059,,
Legionella clemsonensis,1867846,3272100,,
Campylobacter sp. NCTC 13003,1660064,1985000,,
Bacillus coagulans,1398,3366995,,
Mixta calida,665913,4344915,,
Streptomyces sp. 3214.6,1882757,9375551,,
Xylella taiwanensis,1444770,2857370,,
Mixta gaviniae,665914,4527605,,
Azoarcus sp. CIB,198107,5257030,,
Candidatus Cloacimonas acidaminovorans,456827,2246820,,
Acidipropionibacterium jensenii,1749,2999408,,
Pseudomonas extremorientalis,169669,6373103,,
Variovorax sp. PMC12,2126319,7015237,,
Candidatus Fukatsuia symbiotica,1878942,3065463,,
Methylotenera versatilis,1055487,3059871,,
Pseudomonas sp. SGAir0191,2217867,5071227,,
